Month,Product,Category,Region,Units_Sold,Unit_Price,Discount_Pct,Net_Price,Revenue,Profit_Margin_Pct,Profit,Month_Num,Quarter
2024-03,USB-C Hub,Electronics,West,193,1540.08,10,1386.08,267512.5,36.5,97642.06,3,Q1
2024-03,USB-C Hub,Electronics,Central,139,1607.69,15,1366.54,189948.76,18.68,35482.43,3,Q1
2024-03,Winter Jacket,Apparel,North,126,4524.44,15,3845.77,484567.59,37.42,181325.19,3,Q1
2024-03,Winter Jacket,Apparel,South,122,4589.51,15,3901.09,475932.49,34.89,166052.85,3,Q1
2024-03,Winter Jacket,Apparel,East,118,4720.01,0,4720.01,556961.72,29.93,166698.64,3,Q1
2024-03,Winter Jacket,Apparel,West,104,4459.4,0,4459.4,463777.49,31.93,148084.15,3,Q1
2024-03,Winter Jacket,Apparel,Central,97,4681.7,0,4681.7,454124.53,24.31,110397.67,3,Q1
2024-03,Running Shoes,Apparel,North,203,3375.73,0,3375.73,685272.71,30.52,209145.23,3,Q1
2024-03,Running Shoes,Apparel,South,203,3329.58,0,3329.58,675904.46,18.49,124974.73,3,Q1
2024-03,Running Shoes,Apparel,East,234,3172.65,15,2696.76,631040.77,28.58,180351.45,3,Q1
2024-03,Running Shoes,Apparel,West,217,3377.85,20,2702.28,586395.61,25.01,146657.54,3,Q1
2024-03,Running Shoes,Apparel,Central,186,3273.12,5,3109.46,578359.88,30.55,176688.94,3,Q1
2024-03,Yoga Pants,Apparel,North,280,1557.05,10,1401.35,392376.92,26.36,103430.56,3,Q1
2024-03,Yoga Pants,Apparel,South,222,1527.49,0,1527.49,339102.97,20.21,68532.71,3,Q1
2024-03,Yoga Pants,Apparel,East,252,1473.49,0,1473.49,371318.4,22.67,84177.88,3,Q1
2024-03,Yoga Pants,Apparel,West,207,1441.18,20,1152.95,238659.98,26.56,63388.09,3,Q1
2024-03,Yoga Pants,Apparel,Central,208,1520.54,0,1520.54,316273.01,37.0,117021.01,3,Q1
2024-03,Cap,Apparel,North,342,579.32,5,550.36,188222.55,35.58,66969.58,3,Q1
2024-03,Cap,Apparel,South,323,597.44,5,567.57,183323.81,21.34,39121.3,3,Q1
2024-03,Cap,Apparel,East,378,586.14,15,498.22,188327.33,30.99,58362.64,3,Q1
2024-03,Cap,Apparel,West,309,599.61,0,599.61,185278.88,21.53,39890.54,3,Q1
2024-03,Cap,Apparel,Central,247,583.97,10,525.58,129817.45,25.0,32454.36,3,Q1
2024-03,Formal Shirt,Apparel,North,120,1970.27,15,1674.73,200967.14,36.56,73473.59,3,Q1
2024-03,Formal Shirt,Apparel,South,144,1849.46,0,1849.46,266321.98,33.16,88312.37,3,Q1
2024-03,Formal Shirt,Apparel,East,153,1846.42,10,1661.78,254252.02,22.49,57181.28,3,Q1
2024-03,Formal Shirt,Apparel,West,121,1904.62,5,1809.39,218935.74,29.6,64804.98,3,Q1
2024-03,Formal Shirt,Apparel,Central,104,1956.34,0,1956.34,203459.76,20.59,41892.36,3,Q1
2024-03,Air Fryer,Home & Kitchen,North,99,7254.13,15,6166.01,610434.9,34.19,208707.69,3,Q1
2024-03,Air Fryer,Home & Kitchen,South,84,7027.48,0,7027.48,590307.99,26.17,154483.6,3,Q1
2024-03,Air Fryer,Home & Kitchen,East,89,6864.48,10,6178.03,549844.96,27.92,153516.71,3,Q1
2024-03,Air Fryer,Home & Kitchen,West,74,6842.32,10,6158.09,455698.84,19.52,88952.41,3,Q1
2024-03,Air Fryer,Home & Kitchen,Central,84,6996.28,5,6646.47,558303.34,29.85,166653.55,3,Q1
2024-03,Coffee Maker,Home & Kitchen,North,115,4246.66,10,3821.99,439529.16,29.31,128826.0,3,Q1
2024-03,Coffee Maker,Home & Kitchen,South,88,4429.22,10,3986.3,350794.1,31.17,109342.52,3,Q1
2024-03,Coffee Maker,Home & Kitchen,East,121,4425.32,10,3982.79,481917.33,34.74,167418.08,3,Q1
2024-03,Coffee Maker,Home & Kitchen,West,105,4360.95,5,4142.91,435005.16,33.05,143769.21,3,Q1
2024-03,Coffee Maker,Home & Kitchen,Central,80,4429.99,15,3765.49,301239.26,18.58,55970.25,3,Q1
2024-03,Blender,Home & Kitchen,North,138,2715.9,0,2715.9,374793.72,32.87,123194.7,3,Q1
2024-03,Blender,Home & Kitchen,South,102,2870.2,10,2583.18,263484.28,28.15,74170.82,3,Q1
2024-03,Blender,Home & Kitchen,East,112,2751.31,5,2613.75,292739.76,37.62,110128.7,3,Q1
2024-03,Blender,Home & Kitchen,West,124,2745.22,5,2607.95,323386.35,28.8,93135.27,3,Q1
2024-03,Blender,Home & Kitchen,Central,117,2711.0,10,2439.9,285467.78,28.83,82300.36,3,Q1
2024-03,Non-stick Pan Set,Home & Kitchen,North,173,1874.98,5,1781.23,308152.51,36.64,112907.08,3,Q1
2024-03,Non-stick Pan Set,Home & Kitchen,South,121,1965.42,10,1768.88,214034.65,19.36,41437.11,3,Q1
2024-03,Non-stick Pan Set,Home & Kitchen,East,149,1930.63,0,1930.63,287663.2,29.64,85263.37,3,Q1
2024-03,Non-stick Pan Set,Home & Kitchen,West,138,1917.37,0,1917.37,264596.99,35.43,93746.71,3,Q1
2024-03,Non-stick Pan Set,Home & Kitchen,Central,149,1970.23,10,1773.21,264208.1,20.6,54426.87,3,Q1
2024-03,Water Bottle,Home & Kitchen,North,362,672.41,0,672.41,243414.19,24.47,59563.45,3,Q1
2024-03,Water Bottle,Home & Kitchen,South,302,714.12,10,642.71,194098.14,26.92,52251.22,3,Q1
2024-03,Water Bottle,Home & Kitchen,East,328,726.8,5,690.46,226470.63,27.03,61215.01,3,Q1
2024-03,Water Bottle,Home & Kitchen,West,287,715.49,10,643.94,184809.97,22.42,41434.4,3,Q1
2024-03,Water Bottle,Home & Kitchen,Central,251,709.09,10,638.18,160184.23,23.47,37595.24,3,Q1
2024-03,Notebook Pack,Books & Stationery,North,452,485.07,5,460.82,208289.16,36.87,76796.21,3,Q1
2024-03,Notebook Pack,Books & Stationery,South,352,504.53,0,504.53,177594.54,23.48,41699.2,3,Q1
2024-03,Notebook Pack,Books & Stationery,East,478,495.38,15,421.07,201273.14,22.6,45487.73,3,Q1
2024-03,Notebook Pack,Books & Stationery,West,347,480.28,10,432.25,149992.34,25.37,38053.06,3,Q1
2024-03,Notebook Pack,Books & Stationery,Central,379,497.93,20,398.34,150972.54,21.71,32776.14,3,Q1
2024-03,Fountain Pen,Books & Stationery,North,163,918.89,10,827.0,134801.58,34.9,47045.75,3,Q1
2024-03,Fountain Pen,Books & Stationery,South,143,908.08,0,908.08,129855.12,18.65,24217.98,3,Q1
2024-03,Fountain Pen,Books & Stationery,East,173,907.39,10,816.65,141280.54,27.63,39035.81,3,Q1
2024-03,Fountain Pen,Books & Stationery,West,123,872.04,10,784.84,96535.2,26.61,25688.02,3,Q1
2024-03,Fountain Pen,Books & Stationery,Central,114,898.4,0,898.4,102417.08,29.64,30356.42,3,Q1
2024-03,Planner 2025,Books & Stationery,North,214,715.64,0,715.64,153146.85,27.1,41502.8,3,Q1
2024-03,Planner 2025,Books & Stationery,South,178,675.09,0,675.09,120166.24,27.6,33165.88,3,Q1
2024-03,Planner 2025,Books & Stationery,East,249,687.35,10,618.61,154035.08,35.2,54220.35,3,Q1
2024-03,Planner 2025,Books & Stationery,West,238,673.26,5,639.59,152223.07,20.1,30596.84,3,Q1
2024-03,Planner 2025,Books & Stationery,Central,182,726.21,0,726.21,132170.98,27.98,36981.44,3,Q1
2024-03,Sketch Set,Books & Stationery,North,119,1218.42,5,1157.5,137742.43,18.2,25069.12,3,Q1
2024-03,Sketch Set,Books & Stationery,South,99,1200.7,0,1200.7,118869.19,25.01,29729.18,3,Q1
2024-03,Sketch Set,Books & Stationery,East,104,1158.58,0,1158.58,120492.03,20.65,24881.6,3,Q1
2024-03,Sketch Set,Books & Stationery,West,112,1217.17,10,1095.46,122691.09,22.0,26992.04,3,Q1
2024-03,Sketch Set,Books & Stationery,Central,89,1161.07,5,1103.02,98168.48,32.13,31541.53,3,Q1
2024-03,Resistance Bands,Sports,North,287,826.88,0,826.88,237315.33,28.83,68418.01,3,Q1
2024-03,Resistance Bands,Sports,South,322,822.71,10,740.44,238422.04,34.03,81135.02,3,Q1
2024-03,Resistance Bands,Sports,East,333,819.12,0,819.12,272768.17,35.9,97923.77,3,Q1
2024-03,Resistance Bands,Sports,West,323,819.28,5,778.32,251396.58,30.87,77606.12,3,Q1
2024-03,Resistance Bands,Sports,Central,289,813.8,0,813.8,235189.13,19.21,45179.83,3,Q1
2024-03,Yoga Mat,Sports,North,224,1458.17,15,1239.45,277636.06,22.38,62134.95,3,Q1
2024-03,Yoga Mat,Sports,South,250,1479.44,0,1479.44,369860.14,33.79,124975.74,3,Q1
2024-03,Yoga Mat,Sports,East,266,1498.78,5,1423.84,378742.62,32.38,122636.86,3,Q1
2024-03,Yoga Mat,Sports,West,212,1558.52,20,1246.82,264325.05,31.01,81967.2,3,Q1
2024-03,Yoga Mat,Sports,Central,189,1520.61,0,1520.61,287395.85,18.61,53484.37,3,Q1
2024-03,Dumbbell Set,Sports,North,85,3987.04,15,3388.99,288063.81,32.54,93735.96,3,Q1
2024-03,Dumbbell Set,Sports,South,89,3975.16,0,3975.16,353789.58,25.42,89933.31,3,Q1
2024-03,Dumbbell Set,Sports,East,110,3851.87,15,3274.09,360150.01,29.57,106496.36,3,Q1
2024-03,Dumbbell Set,Sports,West,86,4071.06,5,3867.51,332605.96,35.47,117975.33,3,Q1
2024-03,Dumbbell Set,Sports,Central,88,3973.96,0,3973.96,349708.21,29.85,104387.9,3,Q1
2024-03,Protein Powder,Sports,North,194,2441.16,5,2319.1,449904.97,30.63,137805.89,3,Q1
2024-03,Protein Powder,Sports,South,167,2425.34,10,2182.81,364529.05,36.18,131886.61,3,Q1
2024-03,Protein Powder,Sports,East,164,2446.53,20,1957.22,320984.69,21.62,69396.89,3,Q1
2024-03,Protein Powder,Sports,West,182,2497.46,0,2497.46,454537.03,35.41,160951.56,3,Q1
2024-03,Protein Powder,Sports,Central,146,2501.96,0,2501.96,365286.49,29.86,109074.55,3,Q1
2024-04,Wireless Earbuds,Electronics,North,188,3468.51,20,2774.81,521664.14,23.16,120817.41,4,Q2
2024-04,Wireless Earbuds,Electronics,South,198,3450.07,10,3105.06,614801.98,20.62,126772.17,4,Q2
2024-04,Wireless Earbuds,Electronics,East,250,3486.06,0,3486.06,871516.19,19.47,169684.2,4,Q2
2024-04,Wireless Earbuds,Electronics,West,179,3504.54,0,3504.54,627311.79,34.58,216924.42,4,Q2
2024-04,Wireless Earbuds,Electronics,Central,175,3428.66,5,3257.23,570014.74,32.14,183202.74,4,Q2
2024-04,Smart Watch,Electronics,North,116,8759.71,0,8759.71,1016126.64,32.73,332578.25,4,Q2
2024-04,Smart Watch,Electronics,South,123,8980.74,10,8082.66,994167.5,34.11,339110.53,4,Q2
2024-04,Smart Watch,Electronics,East,139,9264.13,0,9264.13,1287713.49,20.24,260633.21,4,Q2
2024-04,Smart Watch,Electronics,West,114,8680.14,5,8246.13,940058.94,36.73,345283.65,4,Q2
2024-04,Smart Watch,Electronics,Central,95,8726.95,5,8290.6,787607.18,36.68,288894.31,4,Q2
2024-04,Bluetooth Speaker,Electronics,North,164,2200.27,0,2200.27,360844.73,20.97,75669.14,4,Q2
2024-04,Bluetooth Speaker,Electronics,South,180,2280.82,0,2280.82,410548.26,37.04,152067.08,4,Q2
2024-04,Bluetooth Speaker,Electronics,East,190,2263.72,5,2150.54,408602.22,28.31,115675.29,4,Q2
2024-04,Bluetooth Speaker,Electronics,West,165,2228.35,0,2228.35,367678.54,18.6,68388.21,4,Q2
2024-04,Bluetooth Speaker,Electronics,Central,141,2235.01,0,2235.01,315136.05,31.47,99173.31,4,Q2
2024-04,Laptop Stand,Electronics,North,165,1256.8,10,1131.12,186634.53,26.88,50167.36,4,Q2
2024-04,Laptop Stand,Electronics,South,145,1265.45,10,1138.9,165141.15,34.76,57403.06,4,Q2
2024-04,Laptop Stand,Electronics,East,171,1318.04,5,1252.14,214116.11,30.36,65005.65,4,Q2
2024-04,Laptop Stand,Electronics,West,152,1306.34,0,1306.34,198563.34,36.62,72713.9,4,Q2
2024-04,Laptop Stand,Electronics,Central,131,1317.34,0,1317.34,172571.97,31.18,53807.94,4,Q2
2024-04,USB-C Hub,Electronics,North,183,1618.35,0,1618.35,296157.27,31.16,92282.61,4,Q2
2024-04,USB-C Hub,Electronics,South,197,1541.21,20,1232.97,242894.27,26.14,63492.56,4,Q2
2024-04,USB-C Hub,Electronics,East,220,1635.12,5,1553.37,341740.65,32.77,111988.41,4,Q2
2024-04,USB-C Hub,Electronics,West,200,1586.74,0,1586.74,317347.53,31.35,99488.45,4,Q2
2024-04,USB-C Hub,Electronics,Central,177,1632.55,10,1469.3,260065.46,26.71,69463.48,4,Q2
2024-04,Winter Jacket,Apparel,North,120,4459.27,5,4236.3,508356.47,18.12,92114.19,4,Q2
2024-04,Winter Jacket,Apparel,South,94,4549.87,0,4549.87,427687.64,31.91,136475.13,4,Q2
2024-04,Winter Jacket,Apparel,East,111,4580.12,0,4580.12,508393.69,25.47,129487.87,4,Q2
2024-04,Winter Jacket,Apparel,West,95,4441.97,5,4219.87,400887.81,31.36,125718.42,4,Q2
2024-04,Winter Jacket,Apparel,Central,97,4585.57,0,4585.57,444800.17,35.27,156881.02,4,Q2
2024-04,Running Shoes,Apparel,North,185,3293.51,0,3293.51,609298.55,24.82,151227.9,4,Q2
2024-04,Running Shoes,Apparel,South,161,3272.3,5,3108.68,500497.87,28.67,143492.74,4,Q2
2024-04,Running Shoes,Apparel,East,199,3368.91,10,3032.02,603371.42,32.36,195250.99,4,Q2
2024-04,Running Shoes,Apparel,West,200,3171.85,0,3171.85,634370.39,18.15,115138.23,4,Q2
2024-04,Running Shoes,Apparel,Central,165,3404.05,0,3404.05,561667.96,36.54,205233.47,4,Q2
2024-04,Yoga Pants,Apparel,North,200,1551.1,0,1551.1,310219.51,20.03,62136.97,4,Q2
2024-04,Yoga Pants,Apparel,South,208,1469.83,0,1469.83,305725.19,24.15,73832.63,4,Q2
2024-04,Yoga Pants,Apparel,East,263,1503.7,0,1503.7,395472.11,30.21,119472.12,4,Q2
2024-04,Yoga Pants,Apparel,West,234,1471.73,5,1398.15,327166.26,20.44,66872.78,4,Q2
2024-04,Yoga Pants,Apparel,Central,179,1520.72,0,1520.72,272208.82,28.5,77579.51,4,Q2
2024-04,Cap,Apparel,North,306,580.16,5,551.15,168652.96,23.13,39009.43,4,Q2
2024-04,Cap,Apparel,South,297,598.21,10,538.39,159901.94,29.0,46371.56,4,Q2
2024-04,Cap,Apparel,East,261,605.38,20,484.3,126403.47,30.03,37958.96,4,Q2
2024-04,Cap,Apparel,West,301,617.41,0,617.41,185840.76,22.24,41330.99,4,Q2
2024-04,Cap,Apparel,Central,255,594.74,10,535.26,136492.02,36.0,49137.13,4,Q2
2024-04,Formal Shirt,Apparel,North,121,1859.03,10,1673.12,202447.86,23.5,47575.25,4,Q2
2024-04,Formal Shirt,Apparel,South,126,1887.41,10,1698.67,214032.78,19.91,42613.93,4,Q2
2024-04,Formal Shirt,Apparel,East,138,1891.67,5,1797.09,247998.27,21.36,52972.43,4,Q2
2024-04,Formal Shirt,Apparel,West,129,1954.12,0,1954.12,252080.98,19.91,50189.32,4,Q2
2024-04,Formal Shirt,Apparel,Central,93,1920.57,5,1824.54,169682.21,28.93,49089.06,4,Q2
2024-04,Air Fryer,Home & Kitchen,North,86,6937.92,5,6591.02,566827.74,27.94,158371.67,4,Q2
2024-04,Air Fryer,Home & Kitchen,South,97,6795.44,10,6115.89,593241.51,26.09,154776.71,4,Q2
2024-04,Air Fryer,Home & Kitchen,East,96,7120.84,10,6408.75,615240.35,37.83,232745.42,4,Q2
2024-04,Air Fryer,Home & Kitchen,West,79,6777.33,10,6099.6,481868.38,29.57,142488.48,4,Q2
2024-04,Air Fryer,Home & Kitchen,Central,74,6763.51,0,6763.51,500499.63,35.88,179579.27,4,Q2
2024-04,Coffee Maker,Home & Kitchen,North,100,4238.25,0,4238.25,423825.39,25.1,106380.17,4,Q2
2024-04,Coffee Maker,Home & Kitchen,South,86,4305.56,0,4305.56,370277.73,34.01,125931.46,4,Q2
2024-04,Coffee Maker,Home & Kitchen,East,106,4312.76,15,3665.85,388579.76,31.02,120537.44,4,Q2
2024-04,Coffee Maker,Home & Kitchen,West,106,4238.58,0,4238.58,449290.0,31.39,141032.13,4,Q2
2024-04,Coffee Maker,Home & Kitchen,Central,108,4354.66,5,4136.93,446788.09,32.61,145697.6,4,Q2
2024-04,Blender,Home & Kitchen,North,130,2700.51,5,2565.48,333512.62,37.15,123899.94,4,Q2
2024-04,Blender,Home & Kitchen,South,108,2841.55,0,2841.55,306886.96,28.72,88137.93,4,Q2
2024-04,Blender,Home & Kitchen,East,121,2787.89,10,2509.1,303600.9,24.95,75748.42,4,Q2
2024-04,Blender,Home & Kitchen,West,132,2865.16,15,2435.38,321470.63,22.69,72941.69,4,Q2
2024-04,Blender,Home & Kitchen,Central,109,2721.17,20,2176.94,237285.94,36.54,86704.28,4,Q2
2024-04,Non-stick Pan Set,Home & Kitchen,North,161,1950.96,5,1853.41,298399.59,30.47,90922.36,4,Q2
2024-04,Non-stick Pan Set,Home & Kitchen,South,126,1937.78,0,1937.78,244160.37,34.52,84284.16,4,Q2
2024-04,Non-stick Pan Set,Home & Kitchen,East,181,1930.71,0,1930.71,349458.96,24.06,84079.83,4,Q2
2024-04,Non-stick Pan Set,Home & Kitchen,West,141,1877.75,0,1877.75,264763.02,36.74,97273.93,4,Q2
2024-04,Non-stick Pan Set,Home & Kitchen,Central,139,1869.46,0,1869.46,259854.28,26.94,70004.74,4,Q2
2024-04,Water Bottle,Home & Kitchen,North,363,699.88,15,594.9,215946.98,27.94,60335.59,4,Q2
2024-04,Water Bottle,Home & Kitchen,South,366,718.65,0,718.65,263026.52,36.61,96294.01,4,Q2
2024-04,Water Bottle,Home & Kitchen,East,327,716.75,0,716.75,234377.83,35.56,83344.76,4,Q2
2024-04,Water Bottle,Home & Kitchen,West,373,716.11,10,644.5,240397.24,24.09,57911.7,4,Q2
2024-04,Water Bottle,Home & Kitchen,Central,264,693.57,0,693.57,183103.71,31.9,58410.08,4,Q2
2024-04,Notebook Pack,Books & Stationery,North,342,517.99,5,492.09,168293.77,34.45,57977.2,4,Q2
2024-04,Notebook Pack,Books & Stationery,South,289,513.45,15,436.43,126129.39,27.74,34988.29,4,Q2
2024-04,Notebook Pack,Books & Stationery,East,388,509.57,0,509.57,197713.63,28.05,55458.67,4,Q2
2024-04,Notebook Pack,Books & Stationery,West,331,484.88,0,484.88,160496.36,19.36,31072.1,4,Q2
2024-04,Notebook Pack,Books & Stationery,Central,264,484.44,20,387.55,102312.85,28.99,29660.5,4,Q2
2024-04,Fountain Pen,Books & Stationery,North,150,894.15,0,894.15,134121.79,28.12,37715.05,4,Q2
2024-04,Fountain Pen,Books & Stationery,South,117,870.64,5,827.11,96771.57,22.32,21599.41,4,Q2
2024-04,Fountain Pen,Books & Stationery,East,143,909.8,0,909.8,130101.75,19.23,25018.57,4,Q2
2024-04,Fountain Pen,Books & Stationery,West,136,896.11,0,896.11,121870.8,37.9,46189.03,4,Q2
2024-04,Fountain Pen,Books & Stationery,Central,98,913.03,20,730.42,71581.31,22.78,16306.22,4,Q2
2024-04,Planner 2025,Books & Stationery,North,185,677.83,0,677.83,125398.15,20.02,25104.71,4,Q2
2024-04,Planner 2025,Books & Stationery,South,198,674.52,5,640.8,126877.84,37.93,48124.76,4,Q2
2024-04,Planner 2025,Books & Stationery,East,238,705.44,0,705.44,167895.45,30.48,51174.53,4,Q2
2024-04,Planner 2025,Books & Stationery,West,199,694.87,0,694.87,138278.45,35.73,49406.89,4,Q2
2024-04,Planner 2025,Books & Stationery,Central,175,681.92,0,681.92,119336.58,26.28,31361.65,4,Q2
2024-04,Sketch Set,Books & Stationery,North,114,1221.41,10,1099.27,125316.49,18.22,22832.66,4,Q2
2024-04,Sketch Set,Books & Stationery,South,91,1197.21,0,1197.21,108946.16,23.2,25275.51,4,Q2
2024-04,Sketch Set,Books & Stationery,East,117,1164.19,5,1105.98,129399.89,22.3,28856.18,4,Q2
2024-04,Sketch Set,Books & Stationery,West,84,1174.18,20,939.34,78904.63,34.03,26851.25,4,Q2
2024-04,Sketch Set,Books & Stationery,Central,101,1197.83,0,1197.83,120981.33,28.96,35036.19,4,Q2
2024-04,Resistance Bands,Sports,North,360,821.01,0,821.01,295564.07,27.76,82048.59,4,Q2
2024-04,Resistance Bands,Sports,South,295,787.79,10,709.01,209159.12,27.52,57560.59,4,Q2
2024-04,Resistance Bands,Sports,East,368,792.25,5,752.64,276972.32,33.7,93339.67,4,Q2
2024-04,Resistance Bands,Sports,West,388,828.1,10,745.29,289174.26,24.31,70298.26,4,Q2
2024-04,Resistance Bands,Sports,Central,330,795.01,0,795.01,262353.83,34.82,91351.6,4,Q2
2024-04,Yoga Mat,Sports,North,227,1547.18,5,1469.82,333649.22,30.74,102563.77,4,Q2
2024-04,Yoga Mat,Sports,South,250,1546.38,5,1469.06,367265.85,30.28,111208.1,4,Q2
2024-04,Yoga Mat,Sports,East,241,1501.21,0,1501.21,361791.01,32.75,118486.56,4,Q2
2024-04,Yoga Mat,Sports,West,252,1520.61,0,1520.61,383194.45,19.7,75489.31,4,Q2
2024-04,Yoga Mat,Sports,Central,241,1447.68,0,1447.68,348891.93,18.24,63637.89,4,Q2
2024-04,Dumbbell Set,Sports,North,114,4074.98,0,4074.98,464548.14,23.93,111166.37,4,Q2
2024-04,Dumbbell Set,Sports,South,87,4086.87,10,3678.18,320001.7,21.7,69440.37,4,Q2
2024-04,Dumbbell Set,Sports,East,95,3870.52,10,3483.47,330929.35,33.29,110166.38,4,Q2
2024-04,Dumbbell Set,Sports,West,89,3845.74,0,3845.74,342270.92,37.36,127872.42,4,Q2
2024-04,Dumbbell Set,Sports,Central,81,4085.13,5,3880.87,314350.74,25.64,80599.53,4,Q2
2024-04,Protein Powder,Sports,North,172,2423.31,5,2302.14,395968.46,33.49,132609.84,4,Q2
2024-04,Protein Powder,Sports,South,178,2505.06,0,2505.06,445900.32,37.37,166632.95,4,Q2
2024-04,Protein Powder,Sports,East,215,2457.58,20,1966.06,422703.93,30.04,126980.26,4,Q2
2024-04,Protein Powder,Sports,West,184,2548.59,10,2293.74,422047.3,31.13,131383.32,4,Q2
2024-04,Protein Powder,Sports,Central,143,2466.67,15,2096.67,299823.31,22.49,67430.26,4,Q2
2024-05,Wireless Earbuds,Electronics,North,212,3479.99,5,3305.99,700869.37,30.26,212083.07,5,Q2
2024-05,Wireless Earbuds,Electronics,South,226,3426.41,0,3426.41,774369.72,21.95,169974.15,5,Q2
2024-05,Wireless Earbuds,Electronics,East,257,3539.82,0,3539.82,909732.55,34.32,312220.21,5,Q2
2024-05,Wireless Earbuds,Electronics,West,232,3596.0,15,3056.6,709130.47,23.04,163383.66,5,Q2
2024-05,Wireless Earbuds,Electronics,Central,203,3487.95,10,3139.16,637249.24,32.57,207552.08,5,Q2
2024-05,Smart Watch,Electronics,North,147,9111.42,0,9111.42,1339379.33,28.9,387080.63,5,Q2
2024-05,Smart Watch,Electronics,South,141,9313.88,0,9313.88,1313257.7,21.3,279723.89,5,Q2
2024-05,Smart Watch,Electronics,East,127,9161.69,10,8245.52,1047180.88,22.27,233207.18,5,Q2
2024-05,Smart Watch,Electronics,West,130,9244.28,10,8319.85,1081580.63,28.84,311927.85,5,Q2
2024-05,Smart Watch,Electronics,Central,120,9005.02,0,9005.02,1080602.27,29.3,316616.47,5,Q2
2024-05,Bluetooth Speaker,Electronics,North,194,2264.67,5,2151.44,417379.6,33.22,138653.5,5,Q2
2024-05,Bluetooth Speaker,Electronics,South,149,2192.24,0,2192.24,326643.34,22.93,74899.32,5,Q2
2024-05,Bluetooth Speaker,Electronics,East,205,2285.52,0,2285.52,468531.44,26.03,121958.73,5,Q2
2024-05,Bluetooth Speaker,Electronics,West,190,2146.93,5,2039.59,387521.58,32.66,126564.55,5,Q2
2024-05,Bluetooth Speaker,Electronics,Central,162,2144.12,0,2144.12,347347.0,33.68,116986.47,5,Q2
2024-05,Laptop Stand,Electronics,North,154,1247.58,10,1122.83,172915.07,18.71,32352.41,5,Q2
2024-05,Laptop Stand,Electronics,South,147,1268.08,20,1014.47,149126.42,25.36,37818.46,5,Q2
2024-05,Laptop Stand,Electronics,East,151,1262.51,0,1262.51,190639.38,35.53,67734.17,5,Q2
2024-05,Laptop Stand,Electronics,West,166,1285.31,5,1221.05,202694.13,32.44,65753.98,5,Q2
2024-05,Laptop Stand,Electronics,Central,145,1308.67,0,1308.67,189757.03,26.25,49811.22,5,Q2
2024-05,USB-C Hub,Electronics,North,211,1535.45,5,1458.68,307781.29,25.11,77283.88,5,Q2
2024-05,USB-C Hub,Electronics,South,196,1546.94,5,1469.59,288039.36,27.62,79556.47,5,Q2
2024-05,USB-C Hub,Electronics,East,217,1543.34,5,1466.17,318158.73,29.23,92997.8,5,Q2
2024-05,USB-C Hub,Electronics,West,193,1612.24,10,1451.01,280045.77,34.1,95495.61,5,Q2
2024-05,USB-C Hub,Electronics,Central,159,1640.58,5,1558.55,247809.66,19.54,48422.01,5,Q2
2024-05,Winter Jacket,Apparel,North,86,4538.01,10,4084.21,351242.2,32.15,112924.37,5,Q2
2024-05,Winter Jacket,Apparel,South,98,4605.35,5,4375.09,428758.42,20.95,89824.89,5,Q2
2024-05,Winter Jacket,Apparel,East,99,4574.72,0,4574.72,452897.72,22.41,101494.38,5,Q2
2024-05,Winter Jacket,Apparel,West,97,4685.71,20,3748.56,363610.72,36.66,133299.69,5,Q2
2024-05,Winter Jacket,Apparel,Central,89,4570.03,5,4341.52,386395.66,33.71,130253.98,5,Q2
2024-05,Running Shoes,Apparel,North,148,3275.22,10,2947.7,436259.58,25.68,112031.46,5,Q2
2024-05,Running Shoes,Apparel,South,155,3322.16,0,3322.16,514935.43,25.24,129969.7,5,Q2
2024-05,Running Shoes,Apparel,East,167,3173.95,0,3173.95,530050.29,34.63,183556.42,5,Q2
2024-05,Running Shoes,Apparel,West,149,3303.77,0,3303.77,492261.93,36.81,181201.62,5,Q2
2024-05,Running Shoes,Apparel,Central,133,3280.44,15,2788.37,370853.18,34.84,129205.25,5,Q2
2024-05,Yoga Pants,Apparel,North,190,1535.29,5,1458.53,277120.38,27.66,76651.5,5,Q2
2024-05,Yoga Pants,Apparel,South,169,1448.71,10,1303.84,220348.14,27.93,61543.24,5,Q2
2024-05,Yoga Pants,Apparel,East,215,1526.52,10,1373.87,295382.13,21.18,62561.94,5,Q2
2024-05,Yoga Pants,Apparel,West,206,1455.27,10,1309.74,269807.37,31.14,84018.02,5,Q2
2024-05,Yoga Pants,Apparel,Central,204,1447.31,0,1447.31,295251.13,23.64,69797.37,5,Q2
2024-05,Cap,Apparel,North,243,586.88,15,498.84,121219.08,22.99,27868.27,5,Q2
2024-05,Cap,Apparel,South,221,611.43,5,580.86,128369.81,33.53,43042.4,5,Q2
2024-05,Cap,Apparel,East,239,598.4,0,598.4,143018.65,19.25,27531.09,5,Q2
2024-05,Cap,Apparel,West,280,581.71,5,552.63,154735.56,26.22,40571.66,5,Q2
2024-05,Cap,Apparel,Central,214,618.16,0,618.16,132286.24,31.28,41379.14,5,Q2
2024-05,Formal Shirt,Apparel,North,131,1908.14,15,1621.92,212471.47,19.05,40475.82,5,Q2
2024-05,Formal Shirt,Apparel,South,101,1862.56,10,1676.31,169306.99,37.63,63710.22,5,Q2
2024-05,Formal Shirt,Apparel,East,112,1922.42,0,1922.42,215311.29,29.31,63107.74,5,Q2
